# Pairs from codes_ford_B.txt (frames 0090-0132, No. 52 ff., May-Aug 1811), aligned with Ford vol. 4 / the 0092 decyph'd copy
# number<TAB>value<TAB>frame+block (Ford page)<TAB>grade
664	your	0090b1 (Your letter; Ford 4:89)	C
1397	thirteenth	0090b1 (of [the] 13th February, one group before 76; Ford 4:89)	M
76	February	0090b1 (Ford 4:89)	M
1498	rt	0090b1 (con-ce-rt, after 1016 ce; Ford 4:89)	C
24	struc	0090b1 x2 (in-struc-tions; Ford 4:89)	C
1106	pa	0090b1 (ac-com-pa-nied; Ford 4:89)	M
1273	dr	0090b1 (dr-aft; split judged; Ford 4:89 a draft)	M
873	aft	0090b1 (dr-aft; Ford 4:89)	M
526	ed	0090b1 (consider-ed after 118; clearly 526 on the film, but 0103 has 974 526 = in-flu-ence; Ford 4:89)	M
171	head	0090b1 (171^ = heads; table has hea; Ford 4:89)	M
# 0090b1: 668? between 1464 ri and 1429 ing where authori-s-ing needs s; 668 is and, probably a slip or misread
# 0090b1: 44 = negociation (0092 decyph copy spelling; table negotiation, same word)
528	cei	0091b1L2 (re-cei-ved, 735 re, 459 ved; Ford 4:90)	M
1157	possib	0091b1L3 (possib-ly, one group before 897 ly; Ford 4:90)	M
81	objection	0091b1L3 (Ford 4:90)	C
1437	ise	0091b1L3 (ar-ise after 680 ar; Ford 4:90)	M
1156	possess	0091b1L4 (which I possess may; Ford 4:90)	C
1296	ep	0091b1L4 (st-ep after 262 st; Ford 4:90)	M
1001	c	0091b1L5 (con-c-lu-sion; Ford 4:90)	M
894	lu	0091b1L5 (con-c-lu-sion; table lur; Ford 4:90)	M
1529	an	0091b1L5 (at an earlier; digit 2 uncertain, could be 1579; Ford 4:90)	M
508	ear	0091b1L5 (ear-li-er) and 0093b1 (ear-nest-ly; Ford 4:90, 4:91)	C
1573	od	0091b1L5 (pe-ri-od; table ood; Ford 4:90)	M
1036	clo	0091b2L2 (clo-sest, next group lost at the edge; table cles; Ford 4:91)	M
1054	secre	0091b2L3 (secre-cy, preceding group possibly lost; table cre/bryo; Ford 4:91)	M
608	maj	0093b1 (maj-es-ty; Ford 4:91)	M
62	yesterday	0093b1 (day before yesterday; Ford 4:91)	C
829	dis	0093b1 x2 (dis-pa-tches; Ford 4:91)	C
1102	pa	0093b1 x3 (dis-pa-tches twice, Pa-h-len; Ford 4:91)	C
1371	tch	0093b1 x2 (1371^ = tches; Ford 4:91)	M
1242	h	0093b1 (Pa-h-len; Ford 4:91)	M
596	len	0093b1 (Pa-h-len, 596+; Ford 4:91)	M
460	ven	0093b1 (gi-ven; Ford 4:91)	C
502	eas	0093b1 (pl-eas-ure between 1134 pl and 896 ure; Ford 4:91)	M
1228	good	0093b1 x2 (Ford 4:91)	C
906	opinion	0093b1 (decided opinion; Ford 4:91)	C
477	ult	0093b1 (ult-imate-ly; 0010 has 479 here, one side misread; Ford 4:91)	M
1425	imate	0093b1 (ult-imate-ly between 477 and 897 ly; Ford 4:91)	C
431	nest	0093b1 (ear-nest-ly; Ford 4:91)	C
263	sta	0093b1 (under-sta-nd, 416 nd; Ford 4:91)	M
361	noth	0093b1 (noth-ing before 1429 ing; table no; Ford 4:91)	M
332	ficial	0093b1 (of-ficial-ly between 1576 of and 897 ly; table fi; Ford 4:91)	M
# CONFLICT 1156 table=place (C 1x) ford=possess (0091b1L4, "which I possess may"): table value likely wrong or from a misread digit
# CONFLICT 508 table=rect (C 1x) ford=ear twice (0091b1L5 ear-li-er, 0093b1 ear-nest-ly): ford reading solid, table entry should be re-checked
# CONFLICT 1067 table=say ford=s (0093b1 give-s, 1219 1067): probably my misread of the digit (1062/1069?) or JQA slip
# CONFLICT 1384 second of "1384 1384" in 0093b1 L7 = the: JQA slip for 1385 (or misread)
# 0091b1L2: 1376+ between 665 zoff and 668 and has no plaintext (Romanzoff, and): unexplained, table tend; "Ro" was lost at the edge of L1
# 0091b1: every line loses 1-2 groups at the right edge on the film (Count/Ro, ing, powers, signa, required)
1335	al	0103b1 L7 (al-ready, 1335 733) and L5 end (Ford 4:115)	C
733	ready	0103b1 L6, L7 (al-ready; Ford 4:115)	C
891	sum	0103b1 (as-sum-ed; Ford 4:115)	C
1381	between	0103b1 (between Russia; table be; Ford 4:115)	C
894	lu	0103b1 (lu-st-re between 1501 a and 262 st; also 0091 con-c-lu-sion; Ford 4:115)	C
1491	rou	0103b1 (rou-nd, 416 nd; Ford 4:115)	C
1167	wel	0103b1 (Wel-les-ley, 598 897; Ford 4:115)	M
649	min	0103b1 (ad-min-is-tra-tion; Ford 4:115)	M
577	tra	0103b1 (ad-min-is-tra-tion; Ford 4:115)	M
1284	du	0103b1 (du-ration after 63^ requires; Ford 4:115)	M
864	ration	0103b1 (du-ration; Ford 4:115)	M
744	ren	0103b1 (ren-der; Ford 4:115)	M
828	der	0103b1 (ren-der; Ford 4:115)	M
709	qui	0103b1 (qui-te with 1372 te following; table quite; Ford 4:115)	M
1293	ent	0103b1 (suf-fi-ci-ent; table cent/tent; Ford 4:115)	M
802	da	0103b1 (da-z-le, 802 665+ 586; Ford 4:115)	M
665	z	0103b1 (daz-z-le; table zoff; Ford 4:115)	M
586	le	0103b1 x4 (Is-le, daz-z-le, Napo-le-on, le-ads; Ford 4:115)	C
1476	rise	0103b1 (1476^ = rises; table tion; Ford 4:115)	C
317	fav	0103b1 (fav-our, 934 our; Ford 4:115 favor)	C
683	gard	0103b1 (re-gard after 739 re; table y; Ford 4:115)	C
310	fall	0103b1 (310^+ = falls; L5 the fall of the Isle; table false; Ford 4:115)	C
1592	on	0103b1 (Napole-on; Ford 4:115)	C
888	long	0103b1 (ere long; Ford 4:115)	C
1023	ach	0103b1 (a-ch-i-eve-ment, 699 1023 1401 458 637; split judged; Ford 4:115)	M
458	eve	0103b1 (achi-eve-ment; table ven/ve; Ford 4:115)	M
1379	terr	0103b1 (terr-or, 908 or; Ford 4:115)	C
813	deem	0103b1 (re-deem; table far; Ford 4:115)	C
974	flu	0103b1 (in-flu-ence; Ford 4:115)	M
526	ence	0103b1 (in-flu-ence; clearly 526; conflicts with 0090b1 consider-ed; Ford 4:115)	M
1083	sen	0103b1 (1083^ in-sen-si-bly; Ford 4:115)	M
1338	bl	0103b1 (si-bl-y with 653 y; Ford 4:115)	M
1573	ad	0103b1 (le-ad-s, 1573^; 0091 pe-ri-od gave od; table ood; Ford 4:115)	M
675	ap	0103b1 (ap-pre-he-nd; Ford 4:115)	C
1361	pt	0103b1 (at-tem-pt; table tic; Ford 4:115)	M
582	el	0103b1 (lau-r-el-s 582^; Ford 4:115)	M
868	north	0103b1 (in the north; table au; Ford 4:115)	C
1014	cation	0103b1 (in-di-cation-s 1014^; Ford 4:115)	M
257	soon	0103b1 (257+ = soon; table speci; Ford 4:115)	C
1306	ban	0103b1 (a-ban-don; Ford 4:115)	M
122	contest	0103b1 (Ford 4:115)	C
479	un	0103b1 (un-con-quer-ed; Ford 4:115)	C
707	quer	0103b1 (un-con-quer-ed; Ford 4:115)	C
982	force	0103b1 (982^ forces; Ford 4:115)	C
1529	an	0103b1 (an-other, 925 other; also 0091b1; Ford 4:115)	C
519	rect	0103b1 (di-rect-ion, tion on the next frame; Ford 4:115)	M
734	source	0103b1 L3 (from a source where; blotted line but 734 fairly clear, underlined; table reason; Ford 4:115)	M
