# Values fixed by aligning coded passages of other JQA despatches (transcribed from M35 reel 3 frames, codes_ford.txt)
# with the plaintext Ford printed from the State Department's decipherment (Writings of JQA vol. 4). python align.py codes_ford.txt
# number<TAB>value<TAB>frame+block (Ford page)<TAB>grade: C = fixed by Ford between known neighbours; M = the split is a judgement
929	over	0010b1 (Ford 4:15)	C
185	hither	0010b1 (Ford 4:15)	C
874	fu	0010b1 (re-fu-sal; Ford 4:15)	C
1070	sal	0010b1 (Ford 4:15)	C
1019	cen	0010b1 (in-cen-di-a-ry; Ford 4:15)	C
949	ry	0010b1 (Ford 4:15)	C
1057	crees	0010b1 (de-crees; Ford 4:15)	C
177	her	0010b1,b2 (ad-her-ence; of her; from her; Ford 4:15-16)	C
302	fa	0010b1 (fa-ir; Ford 4:15)	M
1435	ir	0010b1 (Ford 4:15)	M
1362	ta	0010b1 (profi-ta-ble; Ford 4:15)	M
1340	ble	0010b1 (Ford 4:15)	M
71	commerce	0010b1,b2,b3 (Ford 4:15-16)	C
29	United States	0010b1 (Ford 4:15)	C
1192	without	0010b2 (Ford 4:15); clerk 0182L4 'without'	C
1425	imate	0010b2 (ult-imate; Ford 4:16) with 479 read ult?	M
1042	com	0010b2,b3 (Ford 4:16)	C
1550	ance	0010b2 (compli-ance; Ford 4:16)	C
551	those	0010b2 x2 (Ford 4:16)	C
92	measures	0010b2 (Ford 4:16)	C
63	quired	0010b2 (re-quired; Ford 4:16); clerk 0182 'quir'	C
289	ex	0010b2 (Ford 4:16)	C
752	trans	0010b2 (trans-actions; Ford 4:16)	C
1507	ac	0010b2 (Ford 4:16); clerk 0182 'ac'	C
1258	hav	0010b2 (Hav-ana; Ford 4:16), 0036 (hav-ing; Ford 4:18)	C
680	ar	0010b2 (sug-ar-s; Ford 4:16)	C
391	sum	0010b2 (sum-mer; Ford 4:16)	M
639	mer	0010b2 (Ford 4:16)	M
682	arch	0010b2 (Arch-an-gel; Ford 4:16)	C
1201	gel	0010b2 (Ford 4:16)	C
1225	go	0010b2 (Go-then-burg; Ford 4:16)	C
786	burg	0010b2 (Ford 4:16)	C
37	together	0010b2 (Ford 4:16); clerk 0182L11	C
1595	ong	0010b2 (str-ong; Ford 4:16)	C
234	sin	0010b2 (sin-ce-re; Ford 4:16)	C
1016	ce	0010b2 (sin-ce-re; Ford 4:16); clerk 0182 'confiden-ce', 'chan-ce-l-lor'	C
393	sup	0010b2 (sup-port; Ford 4:16)	C
1053	cou	0010b2 (en-cou-rage; Ford 4:16)	M
1524	rage	0010b2 (Ford 4:16)	M
250	some	0010b2 (Ford 4:16), 0036 (Ford 4:18)	C
1369	tation	0010b2 (hesi-tation; Ford 4:16), 0036 (repu-tation; Ford 4:18)	C
236	sion	0010b2 (in-de-ci-sion; Ford 4:16)	C
609	main	0010b2 (main-tain; Ford 4:16)	M
899	sy	0010b2 (sy-st-em; Ford 4:16)	M
1151	po	0010b2 (po-licy; Ford 4:16)	M
1066	licy	0010b2 (Ford 4:16)	M
1051	self	0010b3 (it-self; Ford 4:16)	M
933	ready	0010b3 (al-ready; Ford 4:16)	C
1364	tain	0010b3 (cer-tain; Ford 4:16)	C
1298	tent	0010b3 (ex-tent; Ford 4:16)	M
1145	plied	0010b3 (com-plied; Ford 4:16)	C
822	demand	0010b3 (demand-s; Ford 4:16)	C
907	oppose	0036b1 (Ford 4:18)	C
230	pub	0036b1 x2 (Ford 4:18); clerk 0182L15	C
1001	lic	0036b1 x2 (pub-lic; Ford 4:18); clerk 0182L15	C
1033	clar	0036b1 (de-clar-ation; Ford 4:18)	C
1405	ice	0036b1 (not-ice; Ford 4:18)	C
1365	take	0036b1 (take-n; Ford 4:18)	C
332	fi	0036b1 (of-fi-cial; Ford 4:18)	C
1003	cial	0036b1 (Ford 4:18)	C
478	cal	0036b1 (cal-um-nies; Ford 4:18)	M
439	um	0036b1 (Ford 4:18)	M
271	nies	0036b1 (Ford 4:18)	M
1278	du	0036b1 (du-ly; pro-du-ced; Ford 4:18)	C
807	ly	0036b1 (du-ly; Ford 4:18)	C
1164	weigh	0036b1 (weigh-ed; Ford 4:18)	C
78	President	0036b1 (Ford 4:18)	C
673	ant	0036b1 (im-port-ant; Ford 4:18)	C
1433	ion	0036b1 (pro-te-ct-ion; Ford 4:18)	C
226	proper	0036b1 (proper-ty; Ford 4:18)	C
776	ty	0036b1 (Ford 4:18)	C
746	rep	0036b1 (rep-u-tation; Ford 4:18)	C
451	u	0036b1 (Ford 4:18)	C
615	many	0036b1 (Ford 4:18)	C
1030	citizen	0036b1 (citizen-s; Ford 4:18)	C
146	mon	0036b1 (de-mon-str-ate; Ford 4:18)	C
700	ate	0036b1 (Ford 4:18)	C
684	are	0036b1 (Ford 4:18)	C
1026	char	0036b1 (char-ged; Ford 4:18)	C
1206	ged	0036b1 x2 (char-ged, for-ged; Ford 4:18)	C
229	pur	0036b1 (pur-port-ing; Ford 4:18)	M
713	port	0036b1 (Ford 4:18)	M
913	origin	0036b1 (Ford 4:18)	C
120	consul	0036b1 (consul-s; Ford 4:18)	C
222	pro	0036b1 (pro-duced; Ford 4:18)	M
602	duced	0036b1 (Ford 4:18)	M
371	nu	0036b1 (ge-nu-ine; Ford 4:18)	M
417	ine	0036b1 (Ford 4:18)	M
