# M35 reel 3 frames 0210 right leaf (last three code lines) and 0211 (single leaf, code block continues from 0210R), 1812, clerk interlinear decode; read 22 Sept 2026. 0211 lines 5-9 are blotted by ink bleed and the clerk ruled vertical dividers between words; many groups there are not read. M = uncertain.
235	since	0210R1	H
1388	then	0210R1	H
1440	it	0210R1	H
1436	is	0210R1	H
1068	sa	0210R1 ('said' over 1068 1487)	H
1487	id	0210R1	M
436	new	0210R1	H
219	pro	0210R1 (pro-po-sals)	H
1148	po	0210R1	H
1070	sals	0210R1 (1070 with superscript a)	H
1259	have	0210R1	H
1317	been	0210R1	H
577	trans	0210R1 ('transmitted' over 577 367 137 1373)	M
367	(trans)-	0210R1	M
137	mit	0210R1	M
1373	ted	0210R2	H
999	from	0210R2	H
1109	Paris	0210R2	H
1385	The	0210R2	H
1461	rest	0210R2 (rest-or-ation)	H
908	or	0210R2	H
864	ation	0210R2	H
1376	of	0210R2 (clerk 'of'; digit may be 1576)	M
341	Fin	0210R2 ('Finland' over 341 1453 416)	H
1453	la	0210R2 (Fin-la-nd)	H
416	nd	0210R2 (Fin-la-nd)	H
569	to	0210R2	H
1385	the	0210R2 (417 462 follow, underlined, no decode)	H
1188	which	0210R3 (clerk 'which'; table 1188 Wil)	M
648	millions	0210R3 (648 with superscript a; table 648 April)	H
1576	of	0210R3	H
993	francs	0210R3 (993 with superscript b)	H
1426	in	0210R3	H
1002	ca	0210R3 ('cash' over 1002 1092)	H
1092	sh	0210R3	H
569	to	0210R3	H
501	e	0210R3 ('equip' over 501 709)	M
709	quip	0210R3	M
668	and	0210R3 (1104 before it, no decode)	H
1594	one	0210R3	H
648	million	0210R3	H
1123	per	0211L1	H
149	month	0211L1	H
569	to	0211L1	H
609	maintain	0211L1	H
1501	a	0211L1	H
1344	bo	0211L1 ('body' over 1344 12??)	M
1576	of	0211L1	H
773	25,000	0211L1 ('25,000' over 773 348 553 636; split unknown)	M
569	to	0211L1	H
1501	act	0211L1 (clerk 'act' over 1501)	M
1426	in	0211L1	H
1044	con	0211L2 (con-cer-t)	H
1016	cer	0211L2	H
1408	t	0211L2	M
1190	with	0211L2	H
992	France	0211L2	H
668	and	0211L2	H
177	her	0211L2	H
1538	allies	0211L2 (1538 with superscript a)	H
1399	This	0211L2	H
572	too	0211L2	H
1057	was	0211L2 (clerk 'was' over 1057)	M
731	re	0211L2 (re-ject-ed; last group lost at the edge)	H
1411	ject	0211L2	H
1426	in	0211L3	H
1385	the	0211L3	H
830	mean	0211L3	H
583	time	0211L3	M
39	Sweden	0211L3	H
1254	has	0211L3	H
1317	been	0211L3	M
490	ur	0211L3 (ur-gi-ng)	H
1216	gi	0211L3	M
1438	ng	0211L3	M
948	Russia	0211L3	H
569	to	0211L3	H
1385	the	0211L3	H
498	War	0211L3	H
1190	with	0211L4	H
992	France	0211L4	H
1162	without	0211L4	H
657	yet	0211L4	H
677	appea	0211L4 (appea-ring)	H
1429	ring	0211L4 (appea-ring)	H
1134	pl	0211L4 ('pledged' over 1134 5??)	M
1082	join	0211L4 (clerk 'join'; preceded by 5?9 'to')	M
177	her	0211L4	H
1426	in	0211L4	H
1440	it	0211L4	H
1254	has	0211L5	H
1317	been	0211L5	H
1429	(negotia)ting	0211L5 (preceding group blotted)	M
1290	England	0211L5	M
1501	a	0211L5	H
1432	joint	0211L5	M
488	upon	0211L6	M
1385	the	0211L6	H
1576	of	0211L6	M
790	but	0211L6	H
1192	with(out)	0211L6 (line end)	M
1022	cess	0211L7 (suc-cess)	M
1399	this	0211L7	H
583	time	0211L7	M
1349	both	0211L7	H
948	Russia	0211L7	M
1233	great	0211L7	H
897	ly	0211L7	M
845	dis	0211L7 (dis-trust)	H
780	trust	0211L7	M
39	Sweden	0211L7	H
992	France	0211L8	H
457	vi	0211L8 (ob-vi-ous-ly)	H
937	ous	0211L8	H
897	ly	0211L8	H
952	flat	0211L8 (flat-ter-s)	M
1379	ters	0211L8 (1379 with superscript a)	H
477	her	0211L8 (477 or 177; her-self)	M
1081	self	0211L8	H
1384	that	0211L8	H
283	event	0211L8 (event-u-al-ly)	H
454	ual	0211L8	H
897	ly	0211L8	H
39	Sweden	0211L8	H
1186	will	0211L8	H
1292	dro	0211L9 ('drop' over 1292 903; first digit doubtful)	M
903	p	0211L9	M
1438	into	0211L9	M
177	her	0211L9	H
1057	s	0211L9 ('scale' over 1057 1002 586)	M
1002	ca	0211L9	H
586	le	0211L9 (s-ca-le)	H
